Monthly Mean Global Surface Temperature
Year+Month,Station,Land+Ocean,Land_Only,Open_Ocean
1976.21,-0.34,-0.22,-0.61,-0.09
1976.29,-0.22,-0.07,-0.12,-0.07
1976.38,-0.20,-0.21,-0.32,-0.14
1976.46,-0.16,-0.12,-0.25,-0.07
1976.54,-0.19,-0.10,-0.18,-0.05
1976.63,-0.23,-0.12,-0.32,-0.02
1976.71,-0.13,-0.06,-0.13,-0.04
1976.79,-0.36,-0.24,-0.83,0.08
1976.88,-0.24,-0.06,-0.44,0.14
1976.96,-0.03,0.11,-0.06,0.22
1977.04,0.12,0.19,-0.32,0.26
1977.13,0.23,0.22,0.29,0.23
1977.21,0.29,0.25,0.61,0.17
1977.29,0.30,0.27,0.50,0.16
1977.38,0.32,0.33,0.58,0.15
1977.46,0.34,0.27,0.48,0.13
1977.54,0.27,0.20,0.38,0.09
1977.63,0.29,0.18,0.23,0.09
1977.71,-0.11,0.02,-0.12,0.15
1977.79,-0.02,0.04,-0.19,0.15
1977.88,0.21,0.16,0.41,0.08
1977.96,0.11,0.03,-0.04,0.06
1978.04,0.10,0.06,-0.00,0.11
1978.13,0.15,0.10,0.12,0.10
1978.21,0.23,0.19,0.37,0.10
1978.29,0.29,0.17,0.41,0.07
1978.38,0.23,0.09,0.09,0.05
1978.46,-0.01,-0.01,-0.18,0.08
1978.54,0.19,0.04,0.07,0.05
1978.63,-0.16,-0.13,-0.43,0.04
1978.71,0.12,0.06,0.06,0.05
1978.79,0.03,0.03,0.04,0.05
1978.88,0.09,0.14,0.18,0.13
1978.96,0.07,0.08,-0.03,0.14
1979.04,0.08,0.09,-0.11,0.17
1979.13,-0.14,-0.10,-0.29,0.16
1979.21,0.24,0.19,0.29,0.18
1979.29,0.22,0.15,0.04,0.22
1979.38,-0.03,0.04,-0.15,0.15
1979.46,0.18,0.14,0.04,0.21
1979.54,0.02,0.04,-0.19,0.18
1979.63,0.13,0.17,0.10,0.21
1979.71,0.25,0.25,0.26,0.23
1979.79,0.25,0.26,0.27,0.25
1979.88,0.28,0.28,0.24,0.28
1979.96,0.50,0.48,0.88,0.31
1980.04,0.33,0.30,0.25,0.32
1980.13,0.38,0.39,0.42,0.31
1980.21,0.37,0.30,0.12,0.33
1980.29,0.36,0.30,0.43,0.28
1980.38,0.45,0.35,0.50,0.27
1980.46,0.22,0.20,0.19,0.23
1980.54,0.29,0.22,0.33,0.21
1980.63,0.24,0.19,0.28,0.15
1980.71,0.32,0.21,0.30,0.17
1980.79,0.15,0.13,0.13,0.12
1980.88,0.27,0.30,0.73,0.19
1980.96,0.18,0.22,0.36,0.20
1981.04,0.58,0.53,1.15,0.15
1981.13,0.53,0.42,0.93,0.13
1981.21,0.63,0.48,1.04,0.18
1981.29,0.47,0.32,0.57,0.19
1981.38,0.31,0.25,0.29,0.20
1981.46,0.31,0.29,0.28,0.24
1981.54,0.45,0.32,0.46,0.20
1981.63,0.52,0.35,0.72,0.12
1981.71,0.22,0.15,0.12,0.16
1981.79,0.05,0.12,-0.08,0.18
1981.88,0.21,0.23,0.19,0.20
1981.96,0.44,0.41,0.73,0.25
1982.04,0.01,0.05,-0.19,0.22
1982.13,0.22,0.15,0.10,0.14
1982.21,0.00,0.03,-0.25,0.16
1982.29,0.07,0.15,0.19,0.17
1982.38,0.25,0.18,0.19,0.18
1982.46,0.00,0.06,-0.15,0.16
1982.54,0.18,0.15,0.29,0.08
1982.63,0.00,0.04,-0.10,0.10
1982.71,0.03,0.14,0.02,0.21
1982.79,-0.03,0.13,-0.06,0.26
1982.88,0.15,0.18,0.07,0.27
1982.96,0.36,0.42,0.68,0.30
1983.04,0.47,0.53,0.90,0.35
1983.13,0.41,0.43,0.70,0.34
1983.21,0.44,0.42,0.55,0.30
1983.29,0.33,0.27,0.28,0.29
1983.38,0.42,0.34,0.43,0.28
1983.46,0.23,0.22,0.09,0.29
1983.54,0.16,0.18,0.12,0.23
1983.63,0.44,0.35,0.54,0.24
1983.71,0.51,0.37,0.63,0.21
1983.79,0.21,0.17,0.15,0.20
1983.88,0.28,0.30,0.64,0.21
1983.96,0.16,0.17,0.06,0.20
1984.04,0.23,0.31,0.41,0.21
1984.13,0.08,0.14,-0.01,0.23
1984.21,0.31,0.26,0.39,0.21
1984.29,0.08,0.06,-0.06,0.16
1984.38,0.45,0.33,0.63,0.14
1984.46,-0.03,0.02,-0.15,0.10
1984.54,0.17,0.19,0.26,0.11
1984.63,0.26,0.19,0.23,0.15
1984.71,0.22,0.21,0.03,0.23
1984.79,0.15,0.14,0.04,0.13
1984.88,0.09,0.07,-0.14,0.13
1984.96,-0.02,-0.04,-0.58,0.13
1985.04,0.28,0.22,0.33,0.12
1985.13,0.03,-0.04,-0.50,0.16
1985.21,0.20,0.17,0.23,0.13
1985.29,0.17,0.12,0.31,0.10
1985.38,0.10,0.14,0.17,0.13
1985.46,0.21,0.15,0.19,0.09
1985.54,0.02,0.04,-0.16,0.11
1985.63,0.31,0.17,0.28,0.06
1985.71,0.18,0.13,-0.05,0.14
1985.79,0.09,0.12,0.03,0.14
1985.88,0.01,0.05,-0.17,0.12
1985.96,0.08,0.14,-0.03,0.15
1986.04,0.33,0.26,0.73,0.11
1986.13,0.46,0.37,0.70,0.14
1986.21,0.37,0.30,0.66,0.13
1986.29,0.34,0.22,0.49,0.12
1986.38,0.27,0.21,0.38,0.12
1986.46,0.09,0.12,0.07,0.15
1986.54,0.09,0.11,0.03,0.15
1986.63,0.23,0.16,0.20,0.14
1986.71,-0.01,0.03,-0.18,0.18
1986.79,0.11,0.15,-0.01,0.25
1986.88,0.05,0.10,-0.12,0.22
1986.96,0.11,0.13,0.01,0.22
1987.04,0.32,0.32,0.49,0.24
1987.13,0.47,0.43,1.03,0.23
1987.21,0.23,0.18,0.04,0.28
1987.29,0.35,0.24,0.24,0.27
1987.38,0.24,0.25,0.25,0.30
1987.46,0.48,0.35,0.49,0.27
1987.54,0.47,0.40,0.60,0.32
1987.63,0.17,0.25,0.03,0.37
1987.71,0.28,0.35,0.35,0.39
1987.79,0.35,0.33,0.19,0.37
1987.88,0.32,0.29,0.09,0.43
1987.96,0.50,0.46,0.78,0.36
1988.04,0.61,0.57,0.83,0.42
1988.13,0.46,0.44,0.35,0.42
1988.21,0.59,0.51,0.76,0.39
1988.29,0.45,0.43,0.62,0.34
1988.38,0.60,0.44,0.65,0.28
1988.46,0.51,0.40,0.65,0.25
1988.54,0.40,0.33,0.50,0.22
1988.63,0.44,0.39,0.70,0.23
1988.71,0.48,0.37,0.61,0.22
1988.79,0.50,0.38,0.68,0.22
1988.88,0.15,0.12,0.31,0.15
1988.96,0.30,0.29,0.65,0.13
1989.04,0.16,0.13,0.18,0.16
1989.13,0.35,0.30,0.33,0.15
1989.21,0.38,0.36,0.66,0.17
1989.29,0.36,0.29,0.36,0.21
1989.38,0.16,0.17,0.08,0.21
1989.46,0.12,0.15,-0.03,0.21
1989.54,0.44,0.34,0.40,0.25
1989.63,0.43,0.33,0.40,0.27
1989.71,0.45,0.34,0.37,0.27
1989.79,0.37,0.29,0.39,0.23
1989.88,0.20,0.20,0.19,0.26
1989.96,0.39,0.37,0.62,0.26
1990.04,0.49,0.41,0.72,0.26
1990.13,0.44,0.44,0.64,0.34
1990.21,0.90,0.80,1.54,0.34
1990.29,0.62,0.56,0.78,0.35
1990.38,0.49,0.45,0.51,0.36
1990.46,0.40,0.38,0.47,0.32
1990.54,0.67,0.45,0.52,0.35
1990.63,0.44,0.34,0.39,0.32
1990.71,0.18,0.23,0.10,0.30
1990.79,0.56,0.45,0.63,0.36
1990.88,0.55,0.46,0.89,0.35
1990.96,0.47,0.40,0.70,0.33
1991.04,0.48,0.42,0.64,0.31
1991.13,0.59,0.50,0.95,0.29
1991.21,0.44,0.35,0.36,0.30
1991.29,0.65,0.51,0.81,0.37
1991.38,0.36,0.34,0.32,0.34
1991.46,0.62,0.53,0.83,0.34
1991.54,0.58,0.47,0.68,0.32
1991.63,0.52,0.39,0.51,0.29
1991.71,0.51,0.44,0.67,0.26
1991.79,0.31,0.29,0.43,0.22
1991.88,0.28,0.30,0.36,0.25
1991.96,0.29,0.32,0.35,0.25
1992.04,0.54,0.48,1.02,0.23
1992.13,0.38,0.40,0.75,0.27
1992.21,0.54,0.48,0.74,0.28
1992.29,0.26,0.27,0.24,0.31
1992.38,0.24,0.31,0.30,0.32
1992.46,0.29,0.26,0.20,0.31
1992.54,0.00,0.09,-0.19,0.20
1992.63,0.11,0.08,-0.03,0.13
1992.71,-0.08,-0.01,-0.30,0.14
1992.79,0.02,0.06,0.05,0.12
1992.88,0.00,0.03,-0.15,0.12
1992.96,0.24,0.22,0.37,0.15
1993.04,0.31,0.35,0.63,0.22
1993.13,0.36,0.37,0.54,0.22
1993.21,0.32,0.36,0.66,0.23
1993.29,0.30,0.28,0.28,0.25
1993.38,0.27,0.28,0.21,0.28
1993.46,0.18,0.23,0.08,0.27
1993.54,0.32,0.25,0.26,0.19
1993.63,0.17,0.11,-0.02,0.17
1993.71,0.12,0.11,-0.07,0.20
1993.79,0.26,0.23,0.25,0.19
1993.88,0.06,0.03,-0.43,0.20
1993.96,0.24,0.18,0.34,0.16
1994.04,0.37,0.26,0.50,0.16
1994.13,0.08,0.03,-0.36,0.17
1994.21,0.28,0.29,0.51,0.22
1994.29,0.53,0.41,0.68,0.24
1994.38,0.24,0.28,0.40,0.25
1994.46,0.56,0.44,0.78,0.23
1994.54,0.38,0.30,0.45,0.23
1994.63,0.27,0.21,0.21,0.23
1994.71,0.39,0.31,0.50,0.20
1994.79,0.42,0.42,0.67,0.29
1994.88,0.49,0.44,0.72,0.32
1994.96,0.47,0.39,0.47,0.33
1995.04,0.56,0.52,0.98,0.30
1995.13,0.91,0.79,1.58,0.32
1995.21,0.50,0.47,0.75,0.31
1995.29,0.55,0.46,0.57,0.29
1995.38,0.38,0.27,0.28,0.24
1995.46,0.53,0.43,0.70,0.27
1995.54,0.62,0.45,0.80,0.30
1995.63,0.58,0.45,0.76,0.30
1995.71,0.44,0.33,0.50,0.24
1995.79,0.63,0.47,0.79,0.25
1995.88,0.48,0.44,0.73,0.29
1995.96,0.33,0.26,0.40,0.22
1996.04,0.37,0.24,0.20,0.20
1996.13,0.55,0.46,0.71,0.25
1996.21,0.44,0.33,0.18,0.27
1996.29,0.44,0.33,0.30,0.27
1996.38,0.35,0.27,0.30,0.24
1996.46,0.37,0.29,0.37,0.26
1996.54,0.56,0.37,0.59,0.21
1996.63,0.73,0.48,0.80,0.26
1996.71,0.41,0.25,0.25,0.24
1996.79,0.39,0.24,0.28,0.21
1996.88,0.46,0.38,0.40,0.22
1996.96,0.47,0.37,0.57,0.23
1997.04,0.45,0.31,0.56,0.20
1997.13,0.56,0.40,0.68,0.26
1997.21,0.60,0.52,0.79,0.30
1997.29,0.32,0.33,0.40,0.29
1997.38,0.39,0.34,0.29,0.34
1997.46,0.68,0.54,0.75,0.40
1997.54,0.32,0.34,0.24,0.43
1997.63,0.44,0.41,0.44,0.45
1997.71,0.49,0.52,0.61,0.50
1997.79,0.61,0.61,0.77,0.52
1997.88,0.72,0.64,0.75,0.51
1997.96,0.70,0.59,0.72,0.53
1998.04,0.70,0.58,0.73,0.50
1998.13,1.16,0.88,1.70,0.51
1998.21,0.83,0.63,0.80,0.49
1998.29,0.77,0.63,0.87,0.50
1998.38,0.90,0.68,0.98,0.51
1998.46,1.02,0.77,1.10,0.50
1998.54,0.89,0.66,1.04,0.47
1998.63,0.86,0.65,1.05,0.45
1998.71,0.60,0.42,0.64,0.31
1998.79,0.62,0.41,0.62,0.33
1998.88,0.60,0.43,0.38,0.37
1998.96,0.78,0.55,1.00,0.31
1999.04,0.72,0.48,1.00,0.25
1999.13,0.85,0.64,1.53,0.24
1999.21,0.45,0.32,0.25,0.32
1999.29,0.38,0.32,0.42,0.29
1999.38,0.42,0.26,0.36,0.23
1999.46,0.59,0.36,0.59,0.22
1999.54,0.65,0.38,0.65,0.20
1999.63,0.54,0.31,0.54,0.19
1999.71,0.63,0.38,0.64,0.19
1999.79,0.54,0.34,0.62,0.17
1999.88,0.54,0.37,0.64,0.18
1999.96,0.48,0.41,0.90,0.21
2000.04,0.29,0.25,0.35,0.21
2000.13,0.76,0.56,1.05,0.24
2000.21,0.64,0.55,1.01,0.25
2000.29,0.71,0.57,1.18,0.26
2000.38,0.50,0.36,0.60,0.23
2000.46,0.65,0.40,0.68,0.20
2000.54,0.60,0.39,0.58,0.23
2000.63,0.61,0.42,0.76,0.27
2000.71,0.55,0.39,0.53,0.30
2000.79,0.33,0.26,0.15,0.30
2000.88,0.45,0.30,0.19,0.27
2000.96,0.43,0.28,0.17,0.27
2001.04,0.66,0.46,0.74,0.27
2001.13,0.63,0.44,0.59,0.29
2001.21,0.70,0.56,1.05,0.35
2001.29,0.59,0.50,0.82,0.38
2001.38,0.72,0.58,0.97,0.38
2001.46,0.63,0.52,0.66,0.41
2001.54,0.69,0.59,0.88,0.42
2001.63,0.65,0.49,0.68,0.41
2001.71,0.67,0.52,0.68,0.40
2001.79,0.62,0.50,0.58,0.42
2001.88,0.85,0.72,1.31,0.40
2001.96,0.73,0.56,0.69,0.40
2002.04,1.00,0.77,1.58,0.38
2002.13,0.94,0.78,1.71,0.40
2002.21,1.08,0.88,1.58,0.44
2002.29,0.81,0.58,0.82,0.44
2002.38,0.86,0.64,0.97,0.44
2002.46,0.60,0.53,0.64,0.46
2002.54,0.83,0.62,1.06,0.40
2002.63,0.72,0.53,0.78,0.38
2002.71,0.86,0.63,0.98,0.39
2002.79,0.65,0.54,0.59,0.41
2002.88,0.69,0.59,0.90,0.39
2002.96,0.56,0.44,0.24,0.43
2003.04,0.96,0.75,1.37,0.39
2003.13,0.78,0.58,0.94,0.42
2003.21,0.74,0.60,0.87,0.45
2003.29,0.69,0.55,0.75,0.42
2003.38,0.85,0.61,0.88,0.41
2003.46,0.64,0.48,0.60,0.42
2003.54,0.74,0.58,0.76,0.45
2003.63,0.79,0.65,0.90,0.50
2003.71,0.79,0.62,0.80,0.50
2003.79,0.82,0.72,1.09,0.51
2003.88,0.63,0.53,0.64,0.45
2003.96,0.88,0.75,1.39,0.42
2004.04,0.71,0.58,0.93,0.43
2004.13,0.93,0.73,1.32,0.46
2004.21,0.78,0.63,1.15,0.43
2004.29,0.75,0.61,0.87,0.46
2004.38,0.45,0.37,0.36,0.38
2004.46,0.69,0.44,0.52,0.37
2004.54,0.24,0.26,0.00,0.43
2004.63,0.61,0.46,0.45,0.45
2004.71,0.55,0.49,0.61,0.45
2004.79,0.77,0.61,0.86,0.46
2004.88,0.91,0.72,1.32,0.45
2004.96,0.70,0.51,0.64,0.43
2005.04,0.96,0.74,1.23,0.42
2005.13,0.88,0.60,0.77,0.40
2005.21,0.99,0.74,1.32,0.43
2005.29,0.82,0.67,1.15,0.43
2005.38,0.76,0.63,0.87,0.46
2005.46,0.81,0.64,1.03,0.45
2005.54,0.78,0.61,0.94,0.48
2005.63,0.75,0.60,0.81,0.48
2005.71,0.96,0.71,1.20,0.44
2005.79,0.99,0.75,1.28,0.40
2005.88,0.90,0.73,1.38,0.38
2005.96,0.91,0.68,1.11,0.36
2006.04,0.79,0.56,0.72,0.37
2006.13,0.99,0.73,1.22,0.37
2006.21,0.82,0.63,1.07,0.36
2006.29,0.64,0.47,0.60,0.40
2006.38,0.50,0.48,0.47,0.42
2006.46,0.81,0.66,1.07,0.44
2006.54,0.71,0.54,0.77,0.44
2006.63,0.88,0.70,1.14,0.46
2006.71,0.80,0.65,0.89,0.47
2006.79,0.92,0.70,1.05,0.44
2006.88,0.92,0.74,0.99,0.48
2006.96,0.97,0.79,1.33,0.45
2007.04,1.27,1.02,2.02,0.44
2007.13,0.93,0.70,1.11,0.42
2007.21,0.97,0.73,1.30,0.37
2007.29,0.99,0.76,1.35,0.37
2007.38,0.97,0.69,1.28,0.35
2007.46,0.74,0.61,0.96,0.40
2007.54,0.80,0.59,0.96,0.37
2007.63,0.87,0.60,1.03,0.32
2007.71,0.84,0.60,1.02,0.33
2007.79,0.82,0.58,1.01,0.30
2007.88,0.74,0.59,1.10,0.24
2007.96,0.74,0.50,0.91,0.20
2008.04,0.52,0.30,0.29,0.22
2008.13,0.48,0.38,0.54,0.23
2008.21,0.92,0.74,1.75,0.27
2008.29,0.68,0.53,0.90,0.28
2008.38,0.60,0.49,0.75,0.30
2008.46,0.56,0.49,0.68,0.35
2008.54,0.77,0.60,0.97,0.39
2008.63,0.44,0.46,0.56,0.42
2008.71,0.80,0.61,0.81,0.41
2008.79,0.83,0.67,1.12,0.40
2008.88,0.85,0.68,1.25,0.36
2008.96,0.69,0.54,0.72,0.37
2009.04,0.78,0.64,1.05,0.35
2009.13,0.78,0.53,0.97,0.31
2009.21,0.68,0.54,0.93,0.36
2009.29,0.77,0.61,0.98,0.40
2009.38,0.84,0.65,0.92,0.46
2009.46,0.81,0.64,0.80,0.56
2009.54,0.94,0.73,0.98,0.55
2009.63,0.92,0.69,0.91,0.55
2009.71,0.93,0.71,1.15,0.48
2009.79,0.74,0.66,0.78,0.51
2009.88,0.88,0.79,1.12,0.52
2009.96,0.75,0.67,0.60,0.58
2010.04,0.94,0.75,1.04,0.55
2010.13,1.06,0.83,1.20,0.55
2010.21,1.12,0.92,1.54,0.56
2010.29,0.97,0.84,1.24,0.55
2010.38,0.98,0.75,1.12,0.52
2010.46,0.91,0.68,1.00,0.50
2010.54,0.77,0.63,0.97,0.47
2010.63,0.86,0.67,1.03,0.46
2010.71,0.89,0.64,0.95,0.42
2010.79,0.95,0.71,1.16,0.37
2010.88,1.03,0.81,1.56,0.34
2010.96,0.62,0.45,0.54,0.32
2011.04,0.78,0.52,0.67,0.31
2011.13,0.61,0.48,0.57,0.34
2011.21,0.78,0.65,0.93,0.35
2011.29,0.81,0.65,1.13,0.36
2011.38,0.64,0.53,0.71,0.38
2011.46,0.79,0.62,0.96,0.41
2011.54,0.89,0.70,1.27,0.38
2011.63,1.04,0.75,1.32,0.38
2011.71,0.80,0.56,0.94,0.35
2011.79,0.86,0.66,1.14,0.33
2011.88,0.82,0.59,0.86,0.34
2011.96,0.87,0.60,1.01,0.29
2012.04,0.66,0.49,0.69,0.30
2012.13,0.62,0.49,0.50,0.34
2012.21,0.74,0.58,0.98,0.32
2012.29,0.89,0.73,1.36,0.37
2012.38,1.02,0.78,1.35,0.42
2012.46,0.73,0.64,1.06,0.42
2012.54,0.63,0.58,0.86,0.45
2012.63,0.88,0.66,0.95,0.48
2012.71,0.87,0.72,1.04,0.50
2012.79,0.99,0.80,1.18,0.49
2012.88,0.98,0.78,1.20,0.46
2012.96,0.73,0.52,0.41,0.46
2013.04,1.02,0.71,1.21,0.38
2013.13,0.84,0.62,1.15,0.40
2013.21,0.86,0.67,1.06,0.42
2013.29,0.68,0.54,0.63,0.45
2013.38,0.74,0.61,0.88,0.46
2013.46,0.99,0.69,1.14,0.44
2013.54,0.75,0.60,0.81,0.50
2013.63,0.89,0.70,1.01,0.53
2013.71,1.04,0.76,1.18,0.50
2013.79,0.89,0.69,0.98,0.48
2013.88,0.95,0.83,1.46,0.49
2013.96,0.92,0.70,1.05,0.45
2014.04,1.00,0.76,1.24,0.43
2014.13,0.71,0.55,0.40,0.43
2014.21,0.84,0.78,1.20,0.46
2014.29,0.93,0.79,1.24,0.53
2014.38,1.07,0.86,1.30,0.56
2014.46,0.80,0.67,0.86,0.61
2014.54,0.74,0.58,0.61,0.59
2014.63,0.91,0.83,1.13,0.65
2014.71,1.09,0.87,1.17,0.65
2014.79,1.02,0.80,1.06,0.59
2014.88,0.84,0.66,0.76,0.56
2014.96,0.95,0.77,1.18,0.55
2015.04,1.02,0.86,1.41,0.54
2015.13,1.14,0.90,1.57,0.52
2015.21,1.15,0.96,1.63,0.56
2015.29,0.81,0.76,0.95,0.62
2015.38,0.91,0.80,1.08,0.66
2015.46,0.93,0.81,1.12,0.69
2015.54,0.72,0.73,0.89,0.69
2015.63,0.92,0.79,1.05,0.72
2015.71,0.88,0.85,1.13,0.77
2015.79,1.27,1.09,1.53,0.81
2015.88,1.26,1.06,1.40,0.80
2015.96,1.47,1.16,1.88,0.79
2016.04,1.36,1.17,1.55,0.82
2016.13,1.70,1.37,2.36,0.74
2016.21,1.69,1.36,2.38,0.76
2016.29,1.38,1.10,1.78,0.73
2016.38,1.24,0.95,1.28,0.69
2016.46,0.97,0.80,0.95,0.72
2016.54,1.05,0.85,1.05,0.72
2016.63,1.36,1.02,1.59,0.71
2016.71,1.19,0.90,1.23,0.68
2016.79,1.22,0.88,0.98,0.67
2016.88,1.30,0.92,1.22,0.57
2016.96,1.23,0.86,1.23,0.58
2017.04,1.24,1.02,1.58,0.64
2017.13,1.46,1.14,1.83,0.66
2017.21,1.43,1.16,1.91,0.66
2017.29,1.17,0.94,1.34,0.68
2017.38,1.26,0.91,1.37,0.64
2017.46,0.83,0.72,0.91,0.65
2017.54,1.09,0.82,1.14,0.68
2017.63,1.12,0.87,1.22,0.70
2017.71,1.03,0.77,1.08,0.64
2017.79,1.22,0.90,1.24,0.63
2017.88,1.14,0.88,1.22,0.59
2017.96,1.23,0.93,1.46,0.53
2018.04,1.14,0.82,1.19,0.51
2018.13,1.17,0.85,1.18,0.50
2018.21,1.17,0.88,1.50,0.53
2018.29,1.23,0.89,1.33,0.59
2018.38,1.03,0.82,1.24,0.60
2018.46,0.96,0.77,1.09,0.58
2018.54,1.16,0.82,1.27,0.57
2018.63,1.01,0.77,1.11,0.59
2018.71,1.00,0.80,1.08,0.63
2018.79,1.20,1.01,1.40,0.70
2018.88,1.07,0.82,0.92,0.68
2018.96,1.26,0.91,1.21,0.66
2019.04,1.21,0.93,1.52,0.64
2019.13,1.25,0.95,1.31,0.64
2019.21,1.44,1.17,1.91,0.66
2019.29,1.30,1.01,1.51,0.67
2019.38,1.13,0.85,1.12,0.63
2019.46,1.13,0.90,1.16,0.71
2019.54,1.20,0.94,1.25,0.74
2019.63,1.15,0.95,1.24,0.73
2019.71,1.14,0.92,1.34,0.67
2019.79,1.27,1.00,1.38,0.69
2019.88,1.32,0.99,1.34,0.69
2019.96,1.47,1.09,1.75,0.67
2020.04,1.49,1.17,2.06,0.71
2020.13,1.62,1.24,2.20,0.70
2020.21,1.41,1.17,1.96,0.72
2020.29,1.45,1.13,1.61,0.76
2020.38,1.30,1.01,1.44,0.71
2020.46,1.23,0.92,1.28,0.68
2020.54,1.08,0.90,1.26,0.70
2020.63,1.04,0.87,1.21,0.71
2020.71,1.32,0.98,1.53,0.65
2020.79,1.20,0.88,1.21,0.60
2020.88,1.55,1.10,1.82,0.55
2020.96,1.17,0.80,1.20,0.49
2021.04,1.16,0.81,1.27,0.46
2021.13,0.90,0.64,0.83,0.46
2021.21,1.22,0.89,1.58,0.49
2021.29,1.00,0.75,1.06,0.52
2021.38,0.97,0.78,1.12,0.55
2021.46,1.10,0.84,1.28,0.59
2021.54,1.22,0.92,1.42,0.64
2021.63,1.13,0.82,1.28,0.63
2021.71,1.29,0.92,1.40,0.63
2021.79,1.38,1.00,1.51,0.61
2021.88,1.18,0.94,1.48,0.62
2021.96,1.28,0.86,1.39,0.55
2022.04,1.18,0.91,1.43,0.60
2022.13,1.14,0.89,1.33,0.57
2022.21,1.42,1.05,1.66,0.57
2022.29,1.06,0.84,1.30,0.57
2022.38,1.11,0.84,1.18,0.57
2022.46,1.19,0.92,1.41,0.62
2022.54,1.23,0.94,1.44,0.61
2022.63,1.21,0.95,1.41,0.67
2022.71,1.14,0.89,1.24,0.65
2022.79,1.28,0.96,1.45,0.61
2022.88,0.93,0.72,0.83,0.61
2022.96,1.07,0.80,0.91,0.61
2023.04,1.16,0.87,1.28,0.58
2023.13,1.28,0.98,1.57,0.61
2023.21,1.43,1.20,2.06,0.70
2023.29,1.27,1.00,1.20,0.81
2023.38,1.15,0.94,1.12,0.80
2023.46,1.34,1.08,1.43,0.86
2023.54,1.42,1.19,1.62,0.94
2023.63,1.37,1.19,1.65,1.00
2023.71,1.84,1.48,2.28,0.98
2023.79,1.54,1.34,1.98,0.97
2023.88,1.64,1.43,2.18,0.97
2023.96,1.62,1.37,1.95,0.96
