Monthly Mean Global Surface Temperature
Year+Month,Station,Land+Ocean,Land_Only,Open_Ocean
1926.46,-0.22,-0.26,-0.24,-0.18
1926.54,-0.19,-0.27,-0.34,-0.25
1926.63,0.04,-0.13,0.01,-0.21
1926.71,0.02,-0.14,-0.00,-0.21
1926.79,-0.10,-0.11,0.10,-0.18
1926.88,0.01,-0.06,0.22,-0.20
1926.96,-0.26,-0.29,-0.43,-0.19
1927.04,-0.13,-0.27,-0.35,-0.24
1927.13,-0.10,-0.17,-0.11,-0.22
1927.21,-0.36,-0.38,-0.65,-0.26
1927.29,-0.30,-0.30,-0.33,-0.25
1927.38,-0.28,-0.26,-0.19,-0.27
1927.46,-0.25,-0.27,-0.15,-0.30
1927.54,-0.04,-0.19,-0.05,-0.25
1927.63,-0.29,-0.24,-0.24,-0.20
1927.71,-0.05,-0.13,0.18,-0.24
1927.79,0.18,-0.01,0.48,-0.20
1927.88,0.09,-0.06,0.21,-0.15
1927.96,-0.24,-0.33,-0.64,-0.19
1928.04,0.07,-0.03,0.33,-0.19
1928.13,0.00,-0.09,0.12,-0.24
1928.21,-0.06,-0.25,-0.28,-0.25
1928.29,-0.08,-0.28,-0.23,-0.26
1928.38,-0.28,-0.30,-0.14,-0.29
1928.46,-0.52,-0.39,-0.36,-0.33
1928.54,-0.04,-0.19,-0.06,-0.26
1928.63,-0.02,-0.23,-0.09,-0.29
1928.71,0.02,-0.21,-0.05,-0.29
1928.79,-0.04,-0.19,0.06,-0.29
1928.88,0.10,-0.10,0.32,-0.29
1928.96,-0.01,-0.16,0.10,-0.33
1929.04,-0.24,-0.45,-0.78,-0.37
1929.13,-0.45,-0.58,-1.26,-0.36
1929.21,-0.32,-0.33,-0.11,-0.36
1929.29,-0.40,-0.41,-0.37,-0.35
1929.38,-0.33,-0.38,-0.33,-0.38
1929.46,-0.43,-0.43,-0.47,-0.36
1929.54,-0.40,-0.36,-0.41,-0.34
1929.63,-0.37,-0.33,-0.20,-0.34
1929.71,-0.21,-0.25,-0.22,-0.29
1929.79,0.01,-0.14,0.09,-0.27
1929.88,0.00,-0.11,0.16,-0.23
1929.96,-0.59,-0.54,-1.27,-0.30
1930.04,-0.21,-0.30,-0.44,-0.36
1930.13,-0.17,-0.27,-0.07,-0.30
1930.21,-0.06,-0.11,0.30,-0.27
1930.29,-0.20,-0.25,-0.19,-0.23
1930.38,-0.14,-0.24,-0.22,-0.23
1930.46,-0.20,-0.22,-0.05,-0.24
1930.54,-0.21,-0.21,0.05,-0.26
1930.63,-0.15,-0.15,0.09,-0.23
1930.71,-0.14,-0.15,-0.20,-0.12
1930.79,-0.26,-0.12,-0.16,-0.03
1930.88,0.13,0.18,0.54,0.01
1930.96,-0.01,-0.06,0.02,-0.08
1931.04,-0.06,-0.10,0.12,-0.10
1931.13,-0.24,-0.20,-0.45,-0.12
1931.21,-0.06,-0.10,0.00,-0.08
1931.29,-0.22,-0.23,-0.21,-0.15
1931.38,-0.18,-0.20,-0.29,-0.15
1931.46,-0.07,-0.08,0.20,-0.14
1931.54,0.09,-0.03,0.24,-0.17
1931.63,0.09,-0.04,0.24,-0.16
1931.71,-0.17,-0.07,0.25,-0.17
1931.79,0.14,0.06,0.54,-0.18
1931.88,-0.01,-0.06,0.15,-0.24
1931.96,0.14,-0.05,0.25,-0.23
1932.04,0.34,0.15,1.03,-0.20
1932.13,-0.25,-0.17,-0.28,-0.14
1932.21,-0.20,-0.18,-0.38,-0.15
1932.29,0.06,-0.06,0.38,-0.23
1932.38,-0.14,-0.18,-0.10,-0.22
1932.46,-0.41,-0.29,-0.08,-0.28
1932.54,-0.20,-0.24,-0.01,-0.32
1932.63,-0.14,-0.22,-0.12,-0.30
1932.71,0.09,-0.10,0.25,-0.30
1932.79,0.13,-0.09,0.34,-0.29
1932.88,-0.08,-0.27,-0.16,-0.25
1932.96,-0.13,-0.26,-0.23,-0.27
1933.04,-0.20,-0.23,-0.47,-0.22
1933.13,-0.20,-0.29,-0.63,-0.23
1933.21,-0.21,-0.29,-0.42,-0.26
1933.29,-0.15,-0.24,-0.24,-0.24
1933.38,-0.12,-0.29,-0.24,-0.30
1933.46,-0.27,-0.34,-0.23,-0.33
1933.54,-0.11,-0.21,-0.07,-0.30
1933.63,-0.16,-0.24,-0.04,-0.31
1933.71,-0.11,-0.29,-0.17,-0.34
1933.79,-0.11,-0.25,-0.08,-0.30
1933.88,-0.36,-0.30,-0.05,-0.31
1933.96,-0.45,-0.44,-0.65,-0.31
1934.04,-0.09,-0.21,-0.07,-0.32
1934.13,-0.05,-0.02,0.54,-0.35
1934.21,-0.29,-0.29,-0.36,-0.32
1934.29,-0.30,-0.30,-0.33,-0.26
1934.38,0.02,-0.09,0.33,-0.27
1934.46,-0.16,-0.15,0.04,-0.18
1934.54,-0.02,-0.10,0.05,-0.18
1934.63,0.04,-0.12,-0.03,-0.16
1934.71,-0.02,-0.15,-0.28,-0.13
1934.79,-0.02,-0.06,0.12,-0.17
1934.88,0.11,0.03,0.36,-0.15
1934.96,0.17,-0.02,0.23,-0.19
1935.04,-0.28,-0.34,-0.50,-0.23
1935.13,0.28,0.14,0.97,-0.24
1935.21,0.04,-0.14,0.17,-0.30
1935.29,-0.43,-0.37,-0.61,-0.23
1935.38,-0.31,-0.29,-0.36,-0.24
1935.46,-0.16,-0.27,-0.17,-0.30
1935.54,-0.22,-0.21,0.06,-0.30
1935.63,-0.20,-0.22,-0.03,-0.27
1935.71,-0.34,-0.21,0.01,-0.26
1935.79,0.01,-0.06,0.13,-0.15
1935.88,-0.28,-0.26,-0.60,-0.13
1935.96,-0.08,-0.17,-0.32,-0.14
1936.04,-0.24,-0.27,-0.41,-0.21
1936.13,-0.38,-0.38,-0.80,-0.17
1936.21,-0.13,-0.20,-0.17,-0.21
1936.29,0.01,-0.20,-0.27,-0.20
1936.38,-0.23,-0.16,0.08,-0.22
1936.46,-0.17,-0.22,-0.04,-0.27
1936.54,0.18,-0.09,0.31,-0.28
1936.63,0.06,-0.13,0.07,-0.22
1936.71,0.02,-0.09,-0.00,-0.16
1936.79,0.05,-0.02,0.14,-0.11
1936.88,0.12,0.02,0.25,-0.13
1936.96,0.12,-0.01,0.23,-0.15
1937.04,-0.02,-0.07,-0.33,-0.18
1937.13,0.09,0.03,0.33,-0.14
1937.21,-0.21,-0.20,-0.44,-0.12
1937.29,-0.15,-0.15,-0.28,-0.12
1937.38,0.04,-0.05,0.10,-0.15
1937.46,-0.03,-0.05,0.17,-0.12
1937.54,-0.06,-0.03,0.06,-0.08
1937.63,0.07,0.01,0.18,-0.04
1937.71,0.23,0.09,0.36,-0.02
1937.79,0.20,0.09,0.37,-0.06
1937.88,0.28,0.08,0.23,-0.05
1937.96,0.01,-0.07,-0.30,-0.07
1938.04,0.14,0.09,0.31,-0.12
1938.13,0.14,0.04,0.21,-0.13
1938.21,0.25,0.10,0.44,-0.14
1938.29,0.34,0.07,0.61,-0.18
1938.38,0.12,-0.09,0.21,-0.20
1938.46,-0.12,-0.17,-0.08,-0.20
1938.54,-0.02,-0.09,0.08,-0.20
1938.63,-0.03,-0.06,0.18,-0.16
1938.71,0.11,0.01,0.35,-0.18
1938.79,0.36,0.15,0.48,-0.11
1938.88,0.20,0.08,0.50,-0.19
1938.96,-0.02,-0.12,-0.24,-0.22
1939.04,0.00,-0.05,0.46,-0.25
1939.13,-0.10,-0.06,0.11,-0.16
1939.21,-0.31,-0.17,-0.28,-0.13
1939.29,-0.15,-0.10,-0.06,-0.11
1939.38,0.02,-0.04,0.26,-0.16
1939.46,-0.06,-0.07,0.15,-0.11
1939.54,-0.09,-0.05,0.11,-0.13
1939.63,-0.22,-0.06,0.14,-0.09
1939.71,-0.08,-0.07,-0.03,-0.08
1939.79,-0.08,-0.04,-0.15,-0.01
1939.88,-0.10,0.07,0.14,0.02
1939.96,0.38,0.43,1.21,0.10
1940.04,-0.13,0.00,-0.56,0.12
1940.13,0.05,0.08,0.21,0.03
1940.21,0.04,0.09,0.03,0.12
1940.29,0.03,0.17,0.35,0.10
1940.38,0.08,0.11,0.04,0.12
1940.46,0.20,0.12,0.21,0.07
1940.54,0.20,0.12,0.21,0.07
1940.63,0.11,0.06,0.01,0.08
1940.71,0.21,0.15,0.24,0.07
1940.79,0.10,0.11,0.11,0.09
1940.88,0.05,0.16,0.07,0.19
1940.96,0.31,0.31,0.44,0.25
1941.04,0.06,0.18,0.11,0.30
1941.13,0.26,0.31,0.38,0.25
1941.21,-0.04,0.10,-0.05,0.20
1941.29,0.03,0.16,0.20,0.24
1941.38,0.14,0.17,0.19,0.18
1941.46,0.14,0.13,0.25,0.13
1941.54,0.27,0.22,0.30,0.16
1941.63,0.07,0.14,0.19,0.16
1941.71,-0.16,0.02,-0.17,0.16
1941.79,0.15,0.35,0.37,0.37
1941.88,-0.05,0.22,-0.14,0.45
1941.96,0.04,0.21,-0.09,0.37
1942.04,0.20,0.29,0.33,0.16
1942.13,-0.03,0.02,-0.38,0.16
1942.21,-0.04,0.05,-0.01,0.14
1942.29,-0.01,0.09,0.06,0.17
1942.38,0.05,0.11,0.02,0.14
1942.46,-0.01,0.05,0.12,0.06
1942.54,0.06,0.00,-0.12,0.03
1942.63,0.10,-0.04,-0.07,-0.04
1942.71,0.06,-0.03,0.11,-0.10
1942.79,0.03,0.01,0.24,-0.11
1942.88,0.16,0.09,0.36,-0.01
1942.96,0.11,0.12,0.16,0.01
1943.04,-0.16,-0.01,-0.29,0.09
1943.13,0.10,0.17,0.36,0.00
1943.21,-0.06,-0.04,-0.17,-0.06
1943.29,0.06,0.11,0.23,-0.03
1943.38,-0.06,0.06,0.22,-0.02
1943.46,-0.04,-0.05,-0.27,-0.00
1943.54,0.10,0.08,0.05,0.04
1943.63,-0.18,0.00,-0.09,0.02
1943.71,0.04,0.05,0.01,0.03
1943.79,0.27,0.23,0.50,0.04
1943.88,0.06,0.19,0.13,0.14
1943.96,0.17,0.23,0.53,0.09
1944.04,0.34,0.36,0.89,0.07
1944.13,0.10,0.24,0.41,0.15
1944.21,0.08,0.26,0.22,0.26
1944.29,-0.07,0.19,0.02,0.28
1944.38,-0.09,0.19,0.10,0.26
1944.46,-0.13,0.15,0.06,0.28
1944.54,0.05,0.18,0.11,0.24
1944.63,0.09,0.18,0.17,0.21
1944.71,0.21,0.28,0.40,0.24
1944.79,0.21,0.26,0.42,0.17
1944.88,0.04,0.11,-0.03,0.12
1944.96,-0.18,0.04,-0.43,0.16
1945.04,0.01,0.10,-0.15,0.20
1945.13,-0.09,0.01,-0.60,0.21
1945.21,-0.07,0.06,-0.06,0.12
1945.29,0.14,0.19,0.26,0.19
1945.38,-0.27,0.05,-0.20,0.21
1945.46,-0.27,0.00,-0.12,0.15
1945.54,-0.22,0.04,-0.14,0.16
1945.63,0.23,0.26,0.39,0.23
1945.71,0.02,0.20,0.14,0.25
1945.79,0.02,0.18,0.22,0.16
1945.88,-0.10,0.07,-0.05,0.17
1945.96,-0.35,-0.07,-0.70,0.19
1946.04,-0.02,0.15,0.36,0.09
1946.13,-0.05,0.03,0.42,-0.01
1946.21,-0.09,0.01,0.01,-0.00
1946.29,0.08,0.06,0.45,-0.05
1946.38,0.04,-0.07,0.04,-0.10
1946.46,-0.18,-0.21,-0.22,-0.19
1946.54,0.08,-0.12,0.03,-0.20
1946.63,-0.12,-0.20,-0.07,-0.22
1946.71,0.01,-0.08,0.00,-0.11
1946.79,-0.18,-0.08,-0.09,-0.03
1946.88,-0.05,-0.05,0.14,-0.15
1946.96,-0.23,-0.31,-0.66,-0.18
1947.04,-0.01,-0.06,-0.14,-0.12
1947.13,0.05,-0.08,-0.05,-0.14
1947.21,0.17,0.07,0.41,-0.13
1947.29,0.14,0.06,0.34,-0.04
1947.38,0.02,-0.02,0.09,-0.06
1947.46,-0.03,-0.02,0.00,0.02
1947.54,0.07,-0.04,-0.01,-0.07
1947.63,0.10,-0.07,0.08,-0.14
1947.71,0.08,-0.12,0.11,-0.25
1947.79,0.31,0.07,0.59,-0.25
1947.88,0.22,0.02,0.25,-0.19
1947.96,-0.11,-0.13,-0.15,-0.18
1948.04,0.24,0.06,0.76,-0.22
1948.13,-0.08,-0.15,0.02,-0.19
1948.21,-0.21,-0.24,-0.36,-0.21
1948.29,-0.08,-0.12,0.08,-0.15
1948.38,0.04,-0.01,0.21,-0.09
1948.46,0.11,-0.05,0.16,-0.12
1948.54,-0.07,-0.11,0.06,-0.15
1948.63,-0.07,-0.12,0.01,-0.15
1948.71,0.02,-0.14,0.08,-0.25
1948.79,0.07,-0.05,0.16,-0.21
1948.88,-0.12,-0.12,0.11,-0.22
1948.96,-0.16,-0.24,-0.30,-0.12
1949.04,0.03,0.07,0.54,-0.08
1949.13,-0.28,-0.14,-0.39,-0.04
1949.21,-0.09,-0.02,-0.15,-0.08
1949.29,-0.25,-0.11,0.01,-0.06
1949.38,-0.16,-0.10,0.08,-0.11
1949.46,-0.22,-0.27,-0.21,-0.20
1949.54,-0.05,-0.13,-0.08,-0.11
1949.63,-0.13,-0.13,0.03,-0.17
1949.71,-0.05,-0.14,-0.10,-0.18
1949.79,0.03,-0.06,0.16,-0.17
1949.88,-0.06,-0.10,0.14,-0.20
1949.96,-0.11,-0.18,-0.40,-0.19
1950.04,-0.22,-0.26,-0.70,-0.16
1950.13,-0.27,-0.27,-0.43,-0.18
1950.21,-0.03,-0.08,-0.05,-0.15
1950.29,-0.22,-0.21,-0.33,-0.14
1950.38,-0.23,-0.11,-0.03,-0.10
1950.46,-0.09,-0.05,-0.07,-0.03
1950.54,-0.05,-0.08,-0.19,-0.08
1950.63,-0.32,-0.16,-0.35,-0.06
1950.71,-0.13,-0.11,-0.11,-0.13
1950.79,-0.20,-0.20,-0.17,-0.21
1950.88,-0.33,-0.34,-0.74,-0.23
1950.96,-0.20,-0.22,-0.21,-0.22
1951.04,-0.44,-0.34,-0.52,-0.19
1951.13,-0.49,-0.42,-0.96,-0.19
1951.21,-0.19,-0.20,-0.33,-0.19
1951.29,-0.09,-0.14,-0.12,-0.18
1951.38,0.00,0.00,0.17,-0.08
1951.46,-0.17,-0.07,-0.23,0.02
1951.54,-0.17,-0.01,-0.09,0.08
1951.63,0.05,0.06,0.12,0.03
1951.71,-0.04,0.05,0.21,0.01
1951.79,0.04,0.08,0.21,0.02
1951.88,0.00,-0.01,0.03,-0.01
1951.96,0.15,0.16,0.49,0.03
1952.04,0.07,0.11,0.37,0.04
1952.13,0.11,0.11,0.19,0.07
1952.21,-0.15,-0.08,-0.40,0.06
1952.29,-0.04,0.03,0.10,0.03
1952.38,-0.12,-0.03,0.03,-0.02
1952.46,-0.08,-0.03,0.02,-0.02
1952.54,0.08,0.04,0.23,-0.04
1952.63,0.12,0.05,0.13,-0.00
1952.71,0.12,0.07,0.17,0.01
1952.79,-0.03,0.00,-0.18,0.06
1952.88,-0.20,-0.13,-0.69,0.02
1952.96,-0.04,-0.02,-0.16,-0.00
1953.04,0.06,0.07,0.35,-0.02
1953.13,0.06,0.15,0.48,0.00
1953.21,0.15,0.11,0.44,0.01
1953.29,0.15,0.19,0.39,0.05
1953.38,0.03,0.11,0.22,0.08
1953.46,0.01,0.12,0.19,0.10
1953.54,-0.07,0.01,0.02,0.02
1953.63,0.10,0.05,0.22,-0.01
1953.71,0.09,0.04,0.19,-0.02
1953.79,0.07,0.08,0.23,-0.00
1953.88,0.05,-0.03,-0.18,-0.04
1953.96,0.18,0.05,0.29,-0.08
1954.04,-0.26,-0.25,-0.60,-0.09
1954.13,-0.03,-0.10,-0.11,-0.09
1954.21,-0.08,-0.15,-0.22,-0.11
1954.29,-0.12,-0.14,-0.22,-0.15
1954.38,-0.18,-0.20,-0.36,-0.18
1954.46,-0.20,-0.19,-0.08,-0.19
1954.54,-0.26,-0.19,-0.17,-0.20
1954.63,-0.23,-0.18,-0.02,-0.22
1954.71,-0.17,-0.10,0.07,-0.17
1954.79,0.05,-0.02,0.19,-0.19
1954.88,0.19,0.08,0.52,-0.19
1954.96,-0.10,-0.18,-0.22,-0.26
1955.04,0.22,0.13,0.71,-0.18
1955.13,-0.09,-0.16,-0.03,-0.19
1955.21,-0.37,-0.32,-0.72,-0.16
1955.29,-0.20,-0.22,-0.34,-0.21
1955.38,-0.18,-0.20,-0.12,-0.22
1955.46,-0.24,-0.14,-0.01,-0.21
1955.54,-0.14,-0.11,-0.10,-0.15
1955.63,0.13,0.02,0.35,-0.19
1955.71,-0.09,-0.11,-0.06,-0.16
1955.79,0.00,-0.05,0.24,-0.26
1955.88,-0.29,-0.25,-0.27,-0.19
1955.96,-0.31,-0.28,-0.47,-0.20
1956.04,-0.21,-0.13,-0.29,-0.11
1956.13,-0.31,-0.24,-0.62,-0.15
1956.21,-0.29,-0.21,-0.49,-0.13
1956.29,-0.26,-0.28,-0.50,-0.20
1956.38,-0.29,-0.29,-0.47,-0.20
1956.46,-0.08,-0.15,-0.20,-0.18
1956.54,-0.08,-0.09,-0.12,-0.15
1956.63,-0.36,-0.26,-0.50,-0.14
1956.71,-0.15,-0.19,-0.28,-0.19
1956.79,-0.23,-0.23,-0.36,-0.12
1956.88,-0.21,-0.15,-0.39,-0.07
1956.96,-0.17,-0.06,-0.30,-0.04
1957.04,-0.09,-0.09,-0.33,-0.04
1957.13,0.00,-0.03,-0.17,-0.04
1957.21,-0.05,-0.05,-0.22,-0.01
1957.29,0.04,0.00,-0.21,0.05
1957.38,0.02,0.09,-0.08,0.16
1957.46,0.19,0.16,0.21,0.11
1957.54,-0.04,0.02,-0.20,0.14
1957.63,0.19,0.15,0.19,0.11
1957.71,0.15,0.08,0.12,0.05
1957.79,0.03,0.01,-0.00,0.01
1957.88,0.18,0.08,0.24,0.02
1957.96,0.21,0.15,0.61,0.06
1958.04,0.44,0.39,0.91,0.10
1958.13,0.27,0.22,0.48,0.10
1958.21,0.16,0.08,0.06,0.09
1958.29,0.09,0.01,-0.04,0.10
1958.38,0.14,0.06,0.26,0.00
1958.46,-0.21,-0.08,-0.32,0.09
1958.54,0.08,0.05,0.14,0.06
1958.63,-0.11,-0.05,-0.22,0.08
1958.71,-0.08,-0.03,-0.16,0.07
1958.79,0.10,0.04,0.02,0.05
1958.88,0.10,0.02,0.12,0.02
1958.96,-0.07,0.01,0.00,0.06
1959.04,0.04,0.08,0.15,0.04
1959.13,0.06,0.07,0.03,0.05
1959.21,0.23,0.18,0.52,0.02
1959.29,0.24,0.16,0.43,-0.01
1959.38,0.00,0.04,0.02,0.04
1959.46,0.10,0.03,0.12,-0.00
1959.54,0.06,0.03,0.16,0.00
1959.63,0.01,-0.01,0.03,0.00
1959.71,-0.16,-0.06,-0.16,0.03
1959.79,-0.08,-0.07,-0.24,0.03
1959.88,-0.07,-0.08,-0.40,-0.02
1959.96,0.11,0.00,0.01,-0.04
1960.04,0.05,0.00,-0.00,-0.03
1960.13,0.24,0.13,0.53,-0.02
1960.21,-0.51,-0.35,-1.07,0.01
1960.29,-0.24,-0.15,-0.33,-0.02
1960.38,-0.15,-0.08,-0.43,0.03
1960.46,-0.03,-0.04,-0.01,-0.07
1960.54,-0.12,-0.04,-0.16,0.02
1960.63,0.07,0.02,-0.02,0.03
1960.71,0.07,0.07,0.08,0.06
1960.79,0.11,0.06,0.08,0.02
1960.88,-0.08,-0.11,-0.26,-0.01
1960.96,0.20,0.19,0.45,0.03
1961.04,0.10,0.07,0.24,0.03
1961.13,0.21,0.19,0.44,0.09
1961.21,0.03,0.09,0.25,0.08
1961.29,0.14,0.13,0.18,0.07
1961.38,0.18,0.12,0.27,0.06
1961.46,0.15,0.11,0.29,0.04
1961.54,0.06,0.01,0.03,0.00
1961.63,0.07,0.01,0.10,0.01
1961.71,0.22,0.08,0.24,-0.01
1961.79,0.11,0.00,-0.07,-0.01
1961.88,0.09,0.03,0.06,-0.02
1961.96,-0.16,-0.16,-0.37,-0.01
1962.04,0.04,0.05,0.22,-0.01
1962.13,0.18,0.15,0.46,-0.01
1962.21,0.11,0.10,0.24,0.01
1962.29,0.07,0.05,0.11,-0.02
1962.38,-0.12,-0.06,-0.14,0.03
1962.46,0.04,0.03,-0.04,0.03
1962.54,-0.11,0.02,-0.12,0.09
1962.63,-0.05,-0.01,-0.09,0.02
1962.71,0.01,0.00,-0.05,0.07
1962.79,0.05,0.01,0.08,0.02
1962.88,0.11,0.06,0.15,-0.02
1962.96,0.00,-0.03,0.08,-0.03
1963.04,0.00,-0.03,0.05,-0.05
1963.13,0.22,0.18,0.68,-0.01
1963.21,-0.21,-0.14,-0.16,-0.01
1963.29,-0.20,-0.07,-0.32,0.03
1963.38,-0.13,-0.06,-0.27,0.06
1963.46,0.04,0.05,0.04,0.04
1963.54,0.04,0.06,0.14,0.03
1963.63,0.18,0.23,0.44,0.10
1963.71,0.24,0.18,0.50,0.05
1963.79,0.14,0.14,0.59,0.01
1963.88,0.08,0.15,0.41,0.05
1963.96,-0.05,-0.03,-0.11,0.04
1964.04,-0.06,-0.09,0.04,-0.02
1964.13,-0.13,-0.10,-0.24,-0.05
1964.21,-0.23,-0.21,-0.33,-0.08
1964.29,-0.35,-0.32,-0.53,-0.13
1964.38,-0.32,-0.25,-0.32,-0.13
1964.46,-0.12,-0.04,0.01,-0.08
1964.54,-0.04,-0.04,-0.01,-0.09
1964.63,-0.29,-0.22,-0.20,-0.16
1964.71,-0.37,-0.29,-0.48,-0.17
1964.79,-0.32,-0.32,-0.57,-0.20
1964.88,-0.20,-0.21,-0.09,-0.25
1964.96,-0.32,-0.30,-0.45,-0.27
1965.04,-0.02,-0.08,0.12,-0.18
1965.13,-0.17,-0.17,-0.23,-0.14
1965.21,-0.11,-0.13,-0.16,-0.15
1965.29,-0.23,-0.19,-0.41,-0.12
1965.38,-0.08,-0.12,-0.03,-0.14
1965.46,-0.08,-0.08,-0.03,-0.09
1965.54,-0.24,-0.13,-0.26,-0.08
1965.63,-0.06,-0.04,-0.04,-0.04
1965.71,-0.21,-0.15,-0.37,-0.02
1965.79,-0.08,-0.05,0.06,-0.05
1965.88,-0.08,-0.06,-0.26,-0.05
1965.96,-0.18,-0.08,-0.01,-0.05
1966.04,-0.21,-0.19,-0.25,-0.04
1966.13,-0.06,-0.04,0.03,-0.06
1966.21,0.15,0.03,0.28,-0.04
1966.29,-0.10,-0.13,-0.28,-0.04
1966.38,-0.10,-0.12,-0.14,-0.08
1966.46,-0.01,0.01,0.07,-0.04
1966.54,0.09,0.08,0.27,-0.00
1966.63,-0.10,-0.09,-0.10,-0.06
1966.71,-0.03,-0.03,0.05,-0.06
1966.79,-0.27,-0.17,-0.19,-0.05
1966.88,-0.01,-0.01,-0.03,-0.02
1966.96,-0.06,-0.03,-0.32,-0.01
1967.04,-0.05,-0.07,0.03,-0.08
1967.13,-0.25,-0.21,-0.33,-0.08
1967.21,0.03,0.05,0.14,-0.06
1967.29,-0.08,-0.05,-0.03,-0.06
1967.38,0.16,0.13,0.29,-0.00
1967.46,-0.09,-0.08,-0.27,0.01
1967.54,0.07,0.02,0.05,-0.02
1967.63,0.05,0.01,-0.05,0.00
1967.71,0.01,-0.06,-0.06,-0.07
1967.79,0.13,0.09,0.36,-0.05
1967.88,0.04,-0.05,0.05,-0.11
1967.96,-0.02,-0.05,0.06,-0.15
1968.04,-0.24,-0.26,-0.39,-0.21
1968.13,-0.16,-0.14,-0.10,-0.17
1968.21,0.32,0.20,0.87,-0.18
1968.29,-0.11,-0.06,0.06,-0.12
1968.38,-0.20,-0.14,-0.28,-0.08
1968.46,-0.16,-0.09,-0.28,-0.00
1968.54,-0.15,-0.13,-0.28,-0.03
1968.63,-0.07,-0.09,-0.26,0.00
1968.71,-0.27,-0.19,-0.46,0.01
1968.79,0.05,0.09,0.12,0.07
1968.88,-0.10,-0.05,-0.15,0.09
1968.96,-0.21,-0.14,-0.57,0.13
1969.04,-0.14,-0.11,-0.88,0.18
1969.13,-0.30,-0.18,-0.96,0.19
1969.21,-0.08,0.01,-0.25,0.23
1969.29,0.10,0.17,0.14,0.24
1969.38,0.17,0.19,0.10,0.22
1969.46,0.06,0.03,-0.05,0.09
1969.54,-0.05,-0.04,-0.13,0.05
1969.63,-0.06,0.04,-0.04,0.09
1969.71,0.02,0.08,-0.03,0.10
1969.79,0.05,0.10,0.00,0.09
1969.88,0.09,0.12,0.24,0.10
1969.96,0.33,0.25,0.34,0.13
1970.04,0.06,0.08,0.01,0.13
1970.13,0.29,0.22,0.57,0.08
1970.21,0.09,0.06,-0.09,0.08
1970.29,0.05,0.05,0.13,0.09
1970.38,-0.06,-0.03,-0.08,0.03
1970.46,0.10,-0.03,0.05,-0.06
1970.54,0.15,0.01,0.13,-0.08
1970.63,-0.12,-0.10,-0.17,-0.02
1970.71,0.15,0.12,0.23,-0.01
1970.79,0.06,0.03,-0.04,0.03
1970.88,0.03,0.02,-0.03,0.02
1970.96,-0.10,-0.12,-0.28,-0.05
1971.04,-0.03,-0.02,0.20,-0.07
1971.13,-0.09,-0.15,-0.28,-0.16
1971.21,-0.20,-0.18,-0.28,-0.14
1971.29,-0.06,-0.07,-0.06,-0.09
1971.38,-0.07,-0.05,-0.04,-0.09
1971.46,-0.19,-0.17,-0.30,-0.13
1971.54,-0.06,-0.08,-0.11,-0.09
1971.63,0.05,-0.01,0.06,-0.10
1971.71,0.01,-0.06,0.07,-0.17
1971.79,0.03,-0.04,0.08,-0.14
1971.88,-0.14,-0.07,0.20,-0.14
1971.96,-0.08,-0.08,0.09,-0.16
1972.04,-0.28,-0.22,-0.73,-0.02
1972.13,-0.32,-0.18,-0.67,0.05
1972.21,-0.07,0.02,-0.03,-0.01
1972.29,-0.05,0.00,-0.05,0.06
1972.38,-0.02,-0.03,-0.10,-0.00
1972.46,0.07,0.04,0.05,0.04
1972.54,0.06,0.01,-0.10,0.06
1972.63,0.20,0.16,0.33,0.06
1972.71,0.06,0.02,-0.16,0.07
1972.79,-0.04,0.08,-0.05,0.14
1972.88,-0.07,0.02,-0.27,0.20
1972.96,0.12,0.18,-0.06,0.29
1973.04,0.26,0.29,0.35,0.26
1973.13,0.33,0.32,0.62,0.22
1973.21,0.38,0.29,0.62,0.18
1973.29,0.36,0.27,0.48,0.17
1973.38,0.30,0.23,0.40,0.14
1973.46,0.29,0.19,0.41,0.07
1973.54,0.21,0.12,0.19,0.07
1973.63,0.05,0.05,0.07,0.04
1973.71,0.08,0.09,0.14,0.07
1973.79,0.12,0.10,0.23,0.03
1973.88,0.08,0.04,0.11,0.00
1973.96,-0.02,-0.07,0.08,-0.10
1974.04,-0.02,-0.10,-0.30,-0.09
1974.13,-0.23,-0.26,-0.56,-0.12
1974.21,-0.02,-0.05,0.04,-0.14
1974.29,-0.10,-0.11,-0.02,-0.13
1974.38,-0.01,-0.04,-0.08,-0.07
1974.46,0.03,-0.05,-0.04,-0.09
1974.54,0.00,-0.03,-0.01,-0.06
1974.63,0.12,0.10,0.16,-0.00
1974.71,-0.09,-0.08,-0.22,-0.02
1974.79,-0.05,-0.06,-0.16,-0.02
1974.88,-0.09,-0.08,-0.17,-0.03
1974.96,-0.03,-0.08,-0.20,-0.04
1975.04,0.11,0.10,0.46,-0.02
1975.13,0.12,0.08,0.19,-0.04
1975.21,0.14,0.12,0.43,-0.03
1975.29,0.03,0.04,0.16,-0.04
1975.38,0.24,0.16,0.48,-0.04
1975.46,0.01,-0.01,0.10,-0.08
1975.54,0.06,-0.01,0.08,-0.07
1975.63,-0.22,-0.17,-0.28,-0.09
1975.71,-0.03,-0.02,0.10,-0.09
1975.79,-0.06,-0.11,-0.01,-0.16
1975.88,-0.13,-0.17,-0.09,-0.19
1975.96,-0.21,-0.17,-0.09,-0.21
1976.04,-0.03,-0.03,0.28,-0.18
1976.13,-0.10,-0.06,-0.04,-0.11
